source_id,ra,dec,pmra,pmra_error,pmdec,pmdec_error,ruwe,average_rv,average_rv_error,num_clean_epochs_rv
6053270419577278720,183.3890738847916,-64.64543457853114,-5.943187270744154,0.011177291,0.6552862250051514,0.012651052,0.8730579,,,
6053523827011991168,187.479487388612,-63.66614926143002,-4.828095902520403,0.09210232,0.3008993510949092,0.08874293,1.0751417,,,
5864835949415215360,200.98722892022124,-64.56230112454635,-4.163590371320866,0.040365886,-0.5124251673684973,0.04526409,1.0106324,,,
5861894583956366848,194.61260456499048,-64.46039300345468,-4.718922294607746,0.04180915,-0.5412071939745908,0.057486966,1.1069468,,,
5862103525547339520,196.74744439236665,-64.16852720476872,-5.357708270205015,0.061859503,-0.4069556345935413,0.07967898,0.95317036,,,
5857845872913577856,199.3290849663056,-66.1171359132672,-4.098550878791772,0.025366757,-0.5846563646361718,0.028573982,1.0034492,,,
5861614036717041536,195.31540643414587,-65.10885523034317,-4.407784504429416,0.017593393,-0.1873590185778736,0.01973388,1.0594528,,,
5862210865365810688,197.93334988125167,-63.67208873915744,-7.373661064135568,0.049546454,-0.5881480420346052,0.061280966,0.98379296,,,
5861669866921875456,193.47544536185015,-64.90718603826494,-5.1601432431350815,0.043169927,-0.255549286638034,0.047611754,1.374209,,,
5862127920963616000,196.8245942973064,-63.77864280945229,-6.7561199786582975,0.016071863,-0.8079862207115738,0.020543048,1.0246012,-35.079872,7.327692,13.0
5858749121746467456,197.5303352687195,-65.31813507769755,-4.63368267070534,0.015870446,-0.4745535602929032,0.020964906,0.9501682,,,
5861856101075703552,192.614760339921,-64.30823425406851,-4.7598972859818245,0.011173293,0.0003208730462856814,0.0138145685,0.9276354,,,
6055125982885000576,191.08953851980164,-63.01237777833639,-6.451117596008168,0.030336246,0.0749876455012214,0.035176005,1.0179889,-32.629654,1.4351515,18.0
5857396447520828288,196.47890684620145,-67.3063039799882,-3.8811976598037834,0.024815474,-0.2660624089517003,0.028780436,1.1155415,,,
5857891537010159872,198.792184459516,-66.16275789425897,-4.105795324812122,0.021377603,-0.5023421138486844,0.026185432,1.0534732,,,
5859139925022644352,198.8784012335493,-64.09152202282387,-5.797889976254523,0.05087325,-0.6304534687577502,0.07408462,0.9798168,,,
5862061159984966400,197.4533580993765,-64.08371666910394,-5.431895226286191,0.103695825,-0.4539386128349751,0.13028395,1.1819398,,,
5858259014403682304,195.9740723041305,-66.3329207041006,-4.147277888804485,0.023472687,-0.2269720101286171,0.028599147,0.9769893,,,
5859139379661737216,198.7540735948241,-64.13565144480646,-4.46753362542531,0.045395374,-0.711662169873788,0.060773008,1.1774884,,,
5861641696308913280,195.1722202356588,-64.83570346466611,-4.4840266072861725,0.041559342,-0.3428731087225907,0.05133084,1.0036666,,,
5862967363690366080,191.2788044488587,-63.12971618657401,-7.398739039635602,0.05299264,0.2679879548413245,0.06312384,1.0430788,,,
