V0339 Cen           14 21 48 -61 32 58 5854560115494081024   8.3  1.5 FU F  60  10.0   9.466677 1.2e-05  57777.012911 1.4e-08
V0340 Ara           16 45 19 -51 20 33 5937099633141128448   9.6  1.9 FU T 112  10.0  20.815487 1.1e-04  58137.448712 1.1e-10
V0340 Nor           16 13 17 -54 14 05 5932569709575669504   8.0  1.4 FU F  71   3.0  11.288514 1.0e-04  56552.631638 5.3e-09
V0371 Gem           06 10 19 +24 01 15 3425495186047291136  10.5  1.1 FO F  27   4.0   2.137480 1.6e-06  57163.131214 5.0e-11
V0378 Cen           13 18 58 -62 22 56 5868480143187802240   8.1  1.4 FU F  57   6.0   6.460000 1.2e-05  57293.497945 2.8e-09
V0379 Cas           00 26 35 +60 47 53 428839329030983040    8.7  1.5 FO F  20   3.0   4.306676 3.4e-03  57422.507786 1.0e-08
V0381 Cen           13 50 44 -57 34 49 5871738271033526016   7.4  1.1 FU F  41  10.0   5.078832 4.9e-02  56882.415767 1.2e-08
V0389 Sct           18 27 35 -11 16 42 4153415176928480896  10.4  2.2 FO F  18   4.0   3.799610 1.0e-03  57996.119318 1.6e-10
V0391 Nor           15 31 52 -59 14 59 5881995546318024704   8.7  1.4 FO T  91   3.0   4.373319 2.7e-06  57019.702997 3.1e-09
V0397 Car           10 00 03 -66 16 34 5245796334347122944   8.1  1.0 FO F  94   4.0   2.063466 1.3e-06  56900.307028 1.0e-09
V0397 Nor           16 15 55 -51 07 18 5935042378098601856  10.3  2.0 FU F  29   6.0   6.812620 6.2e-06  57338.297251 8.9e-10
V0402 Cyg           20 09 07 +37 09 07 2060021625508894592   9.5  1.3 FU T  22   6.0   4.364925 6.4e-06  57756.611458 1.5e-10
V0407 Cas           23 54 24 +62 08 58 2012787293154800896  11.4  1.7 FU T  34   5.0   4.566102 1.4e-04  57373.142388 2.4e-09
V0411 Lac           22 28 58 +50 57 47 2000294573320350976   7.6  1.0 FO F  44   3.0   2.908506 5.8e-06  56742.655497 7.1e-09
V0440 Per           02 23 51 +55 21 53 455914562346088704    6.0  1.1 FU F 103   2.0   7.572790 3.8e-05  57855.853084 5.1e-11
V0459 Cyg           21 10 54 +49 08 31 2165771172070496512   9.9  1.9 FU F  18   5.0   7.251487 1.4e-04  57822.249478 1.1e-08
V0492 Cyg           20 11 13 +35 24 48 2058874388200159872  11.6  2.1 FU T  26   5.0   7.578010 9.9e-03  57618.245492 8.7e-10
V0496 Cen           13 03 10 -60 52 38 6055722403534963840   9.5  1.6 FU F  49   7.0   4.424147 2.5e-06  56120.204866 8.5e-11
V0526 Mon           07 01 53 -01 07 51 3112550812164329856   8.4  0.9 FO F  71   3.0   2.675092 3.1e-04  56866.525393 1.6e-10
V0659 Cen           13 31 33 -61 34 56 5868451040512196224   6.4  1.0 FU T 183   2.0   5.623987 1.0e-05  57070.757644 7.5e-09
V0737 Cen           14 37 11 -62 00 39 5877533315817003648   6.4  1.2 FU F  69   5.0   7.065909 3.4e-06  56763.623387 7.7e-12
V0827 Cas           00 37 18 +63 12 56 430814876547869440   10.7  1.8 FO T  18   4.0   3.198603 8.6e-06  57029.793755 2.5e-10
V0916 Aql           19 10 00 +12 32 11 4313179507891570304  10.1  2.2 FU T  54  10.0  13.443602 1.4e-05  57943.251106 5.7e-15
V0950 Sco           17 37 37 -40 48 48 5960623272099513856   7.1  1.1 FO F  98   6.0   3.380176 6.1e-07  57211.819941 5.7e-13
V1019 Cas           23 17 51 +62 08 04 2015049435241306368  10.8  1.9 FO F  27   2.0   3.620491 1.5e-02  56868.733766 4.8e-11
V1046 Cyg           20 16 47 +36 32 59 2060460704279873536  11.6  2.1 FU F  16   4.0   4.944950 2.0e-02  57123.488295 3.3e-10
V1154 Cyg           19 48 15 +43 07 36 2078709577944648192   8.9  1.2 FU F 216   7.0   4.925416 1.8e-05  56683.842928 1.4e-09
V1162 Aql           19 52 20 -11 22 00 4190143160245024256   7.6  1.2 FU T  19   5.0   5.376207 1.4e-04  57693.725025 2.3e-11
V1197 Cen           13 40 37 -63 22 29 5865376148813776640  12.2  2.6 FU F   9   2.0   5.563761 2.6e-03  56095.462305 2.9e-10
V1334 Cyg           21 19 22 +38 14 14 1964855904803120640   5.7  0.7 FO T  68   3.0   3.332490 5.7e-06  57400.212031 7.5e-09
V1726 Cyg           21 29 38 +48 58 08 2170875933990745088   8.7  1.2 FO F  27   5.0   4.237030 1.4e-05  56557.352302 2.9e-12
V1803 Aql           19 20 06 +12 47 43 4319018739208020096   9.4  2.4 FU T  62   6.0   8.628130 1.0e-05  57968.876818 2.6e-12
V2340 Cyg           21 28 44 +48 58 41 2170785842762144512  10.1  1.7 FU F  31   5.0   7.966634 1.3e-05  56337.380098 1.5e-08
V2475 Cyg           20 13 56 +35 19 41 2055881689337758336  11.3  2.5 FU T  44  10.0  11.555709 8.4e-05  56590.024197 1.9e-10
V5567 Sgr           18 21 05 -18 27 21 4096341040228858240   9.7  2.0 FU F  26   9.0   9.762140 5.1e-05  58253.745132 2.1e-10
VW Cen              13 33 59 -64 03 20 5864955727424819200   9.7  1.7 FU F 102  16.0  15.036803 1.4e-05  57707.202378 3.4e-11
VX Cyg              20 57 20 +40 10 39 1873250780732545920   9.3  2.1 FU F  48  12.0  20.136126 9.0e-05  58621.841703 9.1e-09
VX Per              02 07 48 +58 26 36 506779550797525760    8.8  1.6 FU F  45   7.0  10.882386 3.1e-05  57046.335888 4.7e-09
VY Car              10 44 32 -57 33 55 5351161399793209984   7.2  1.5 FU F  95   9.0  18.882357 2.5e-05  56632.425682 1.8e-11
VY Per              02 27 35 +58 55 01 459035766618689280   10.4  2.2 FU T  43   9.0   5.531908 7.8e-04  58105.792281 2.1e-11
VY Sgr              18 12 04 -20 42 14 4094007532908816896  10.4  2.6 FU T  62  10.0  13.558528 2.3e-05  57168.013456 2.7e-09
VZ Pup              07 38 35 -28 29 58 5600052040150252800   9.2  1.6 FU T 172  11.0  23.174332 3.0e-05  58432.156846 1.2e-10
W Gem               06 34 57 +15 19 49 3356940155020790656   6.6  1.3 FU F 102  17.0   7.912647 1.8e-06  57148.322128 2.3e-09
W Sgr               18 05 01 -29 34 48 4050309195613114624   4.4  1.1 FU T  81   9.0   7.595078 6.9e-06  58237.212266 2.5e-12
WW Mon              06 33 37 +09 12 12 3326443821335586816  12.0  1.7 FU F  39   9.0   4.662160 4.5e-05  58016.612941 2.6e-09
WX Pup              07 41 58 -25 52 34 5613972681993587200   8.7  1.3 FU F  57  11.0   8.936155 1.6e-05  58116.065830 2.2e-09
WZ Car              10 55 18 -60 56 24 5338182833266967680   8.8  1.5 FU F  90  12.0  23.014589 2.4e-04  58136.628314 1.3e-08
