annulus_index,r_in_kpc,r_center_kpc,r_out_kpc,valid_pixel_count,expected_pixel_count,valid_area_fraction,usable,sigma_hi_raw_msun_pc2,sigma_hi_raw_std_msun_pc2,sigma_hi_raw_sem_beam_msun_pc2,n_eff_beams
120,14.445588246004817,14.505778197029837,14.565968148054855,17,6765.2814906186495,0.002512829661792157,0,0.03929601148872585,0.026916618386785336,0.026916618386785336,1.0
121,14.565968148054855,14.626158099079877,14.686348050104897,27,6821.424905478688,0.003958117310404562,0,0.004219211591505618,0.042302039797271575,0.03984712442977492,1.1270122770210595
122,14.686348050104897,14.746538001129917,14.806727952154937,55,6877.568320338657,0.007997012525103023,0,0.017976766487407744,0.02962130842100439,0.01954971596234368,2.2957657494873436
123,14.806727952154937,14.866917903179957,14.927107854204976,59,6933.711735198489,0.008509150979047881,0,0.025217284075574366,0.030734789334718456,0.0195849196184323,2.462730531268241
124,14.927107854204976,14.987297805229996,15.047487756255018,63,6989.85515005839,0.00901306230923451,0,0.036248452912780844,0.03363366864591755,0.020740609993683382,2.629695313049139
125,15.047487756255018,15.107677707280038,15.167867658305056,58,7045.998564918222,0.008231622454307606,0,0.05035754916819925,0.04715797629177988,0.03030810070148554,2.420989335823017
126,15.167867658305056,15.228057609330078,15.288247560355098,51,7102.141979778261,0.0071809321955560645,0,0.05158436055714268,0.05749126092983192,0.039403455077984616,2.1288009677064457
127,15.288247560355098,15.348437511380117,15.408627462405137,46,7158.285394638093,0.006426119868656851,0,0.04866767544093786,0.05123842036878301,0.03697723004267897,1.9200949904803237
128,15.408627462405137,15.468817413430157,15.529007364455177,36,7214.428809498063,0.00499000003335048,0,0.04791542005784896,0.05407471728882238,0.044112387698429394,1.5026830360280794
129,15.529007364455177,15.589197315480197,15.649387266505219,26,7270.572224357964,0.003576059654960096,0,0.04610600582656822,0.0540945219687948,0.0519259166492844,1.085271081575835
130,15.649387266505219,15.709577217530239,15.769767168555257,11,7326.715639217727,0.0015013548418776178,0,0.05272924283982258,0.03001106560439566,0.03001106560439566,1.0
131,15.769767168555257,15.829957119580278,15.890147070605298,0,7382.859054077765,0.0,0,nan,nan,nan,1.0
132,15.890147070605298,15.950337021630318,16.010526972655338,0,7439.002468937666,0.0,0,nan,nan,nan,1.0
133,16.010526972655338,16.070716923680358,16.130906874705378,0,7495.145883797569,0.0,0,nan,nan,nan,1.0
134,16.130906874705378,16.191096825730398,16.251286776755418,0,7551.289298657537,0.0,0,nan,nan,nan,1.0
135,16.251286776755418,16.311476727780438,16.371666678805457,0,7607.4327135172325,0.0,0,nan,nan,nan,1.0
136,16.371666678805457,16.43185662983048,16.492046580855497,0,7663.576128377339,0.0,0,nan,nan,nan,1.0
137,16.492046580855497,16.552236531880517,16.61242648290554,0,7719.719543237172,0.0,0,nan,nan,nan,1.0
138,16.61242648290554,16.672616433930557,16.73280638495558,0,7775.862958097142,0.0,0,nan,nan,nan,1.0
139,16.73280638495558,16.7929963359806,16.853186287005617,0,7832.006372956906,0.0,0,nan,nan,nan,1.0
140,16.853186287005617,16.91337623803064,16.97356618905566,0,7888.149787816874,0.0,0,nan,nan,nan,1.0
141,16.97356618905566,17.03375614008068,17.0939460911057,0,7944.293202676844,0.0,0,nan,nan,nan,1.0
142,17.0939460911057,17.15413604213072,17.21432599315574,0,8000.436617536745,0.0,0,nan,nan,nan,1.0
143,17.21432599315574,17.27451594418076,17.33470589520578,0,8056.580032396646,0.0,0,nan,nan,nan,1.0
144,17.33470589520578,17.3948958462308,17.45508579725582,0,8112.723447256479,0.0,0,nan,nan,nan,1.0
145,17.45508579725582,17.51527574828084,17.57546569930586,0,8168.866862116448,0.0,0,nan,nan,nan,1.0
146,17.57546569930586,17.635655650330882,17.6958456013559,0,8225.01027697635,0.0,0,nan,nan,nan,1.0
147,17.6958456013559,17.75603555238092,17.816225503405942,0,8281.153691836318,0.0,0,nan,nan,nan,1.0
148,17.816225503405942,17.87641545443096,17.936605405455982,0,8337.29710669622,0.0,0,nan,nan,nan,1.0
149,17.936605405455982,17.996795356480998,18.056985307506018,0,8393.440521555845,0.0,0,nan,nan,nan,1.0
150,18.056985307506018,18.11717525853104,18.17736520955606,0,8449.583936416228,0.0,0,nan,nan,nan,1.0
151,18.17736520955606,18.23755516058108,18.2977451116061,0,8505.727351275784,0.0,0,nan,nan,nan,1.0
152,18.2977451116061,18.35793506263112,18.41812501365614,0,8561.870766135617,0.0,0,nan,nan,nan,1.0
153,18.41812501365614,18.47831496468116,18.53850491570618,0,8618.01418099586,0.0,0,nan,nan,nan,1.0
154,18.53850491570618,18.5986948667312,18.65888481775622,0,8674.157595855419,0.0,0,nan,nan,nan,1.0
155,18.65888481775622,18.71907476878124,18.779264719806264,0,8730.3010107158,0.0,0,nan,nan,nan,1.0
156,18.779264719806264,18.83945467083128,18.8996446218563,0,8786.44442557522,0.0,0,nan,nan,nan,1.0
157,18.8996446218563,18.959834572881324,19.02002452390634,0,8842.58784043519,0.0,0,nan,nan,nan,1.0
158,19.02002452390634,19.08021447493136,19.140404425956383,0,8898.731255295434,0.0,0,nan,nan,nan,1.0
159,19.140404425956383,19.2005943769814,19.260784328006423,0,8954.874670154992,0.0,0,nan,nan,nan,1.0
160,19.260784328006423,19.320974279031443,19.381164230056463,0,9011.018085015237,0.0,0,nan,nan,nan,1.0
161,19.381164230056463,19.441354181081483,19.501544132106503,0,9067.161499874794,0.0,0,nan,nan,nan,1.0
162,19.501544132106503,19.561734083131523,19.621924034156542,0,9123.304914734765,0.0,0,nan,nan,nan,1.0
163,19.621924034156542,19.682113985181562,19.742303936206582,0,9179.448329595009,0.0,0,nan,nan,nan,1.0
164,19.742303936206582,19.802493887231602,19.862683838256622,0,9235.591744454428,0.0,0,nan,nan,nan,1.0
165,19.862683838256622,19.922873789281642,19.98306374030666,0,9291.735159314536,0.0,0,nan,nan,nan,1.0
166,19.98306374030666,20.04325369133168,20.1034436423567,0,9347.878574174643,0.0,0,nan,nan,nan,1.0
167,20.1034436423567,20.163633593381725,20.22382354440674,0,9404.021989034201,0.0,0,nan,nan,nan,1.0
168,20.22382354440674,20.284013495431765,20.344203446456785,0,9460.165403894582,0.0,0,nan,nan,nan,1.0
169,20.344203446456785,20.4043933974818,20.464583348506824,0,9516.308818754002,0.0,0,nan,nan,nan,1.0
170,20.464583348506824,20.524773299531844,20.58496325055686,0,9572.45223361397,0.0,0,nan,nan,nan,1.0
171,20.58496325055686,20.645153201581884,20.705343152606904,0,9628.595648474216,0.0,0,nan,nan,nan,1.0
172,20.705343152606904,20.765533103631924,20.825723054656944,0,9684.739063333775,0.0,0,nan,nan,nan,1.0
