source_id_1,source_id_2,phase1_kpc,phase2_kpc,best_min_Neff_2kms,best_h_2kms,qualifying_h_2kms,Neff_U_at_best,Neff_V_at_best
4513399883752121216,2031745858613175040,-0.2951798599172809,4.414297908739168,4.242834938203373,7.0,3.0,4.3571179885525195,4.242834938203373
1861245556872133504,2195158098523149312,5.627762113582395,14.622208144751117,4.239675849239486,10.0,7.0,4.269822435394103,4.239675849239486
4513399883752121216,2072235820984829312,-0.2951798599172809,7.258123211473825,4.239312632329741,7.0,4.0,4.571678744315643,4.239312632329741
4160906424545920128,2165006259882192128,-10.492719760197533,11.812473605287641,4.239228565393486,7.0,7.0,4.303950685699647,4.239228565393486
4513399883752121216,2025179884408158464,-0.2951798599172809,3.675491706021214,4.238876165634749,7.0,2.0,4.481534634964946,4.238876165634749
2162679246615275264,2195158098523149312,11.047321291401156,14.622208144751117,4.238079318979085,10.0,7.0,5.012739178916713,4.238079318979085
2022722274099045376,2072235820984829312,1.9749487268872292,7.258123211473825,4.224732043993928,10.0,5.0,4.914216992837949,4.224732043993928
4310507179195737984,2022722274099045376,-4.121974879050933,1.9749487268872292,4.224351932938263,10.0,3.0,4.2789553431092004,4.224351932938263
4320461195449352064,2031745858613175040,-1.5660179682254343,4.414297908739168,4.2190754924414575,7.0,3.0,4.2190754924414575,4.612934838228386
1873298884367855872,2162679246615275264,8.701455980597105,11.047321291401156,4.217112488172868,7.0,7.0,4.452376126303672,4.217112488172868
4314164395446976128,2031745858613175040,-1.4064472565490531,4.414297908739168,4.215578275748964,7.0,3.0,4.3020056029321285,4.215578275748964
4320461195449352064,2025179884408158464,-1.5660179682254343,3.675491706021214,4.2155265606098276,7.0,3.0,4.2155265606098276,4.624404317426212
2059995546465811968,2162679246615275264,7.495451905728237,11.047321291401156,4.214741395725884,7.0,5.0,4.522512400868657,4.214741395725884
4314164395446976128,2072235820984829312,-1.4064472565490531,7.258123211473825,4.212484637403098,7.0,4.0,4.52089584636577,4.212484637403098
4314164395446976128,2025179884408158464,-1.4064472565490531,3.675491706021214,4.212056666065738,7.0,3.0,4.428264607835961,4.212056666065738
1861245556872133504,2162679246615275264,5.627762113582395,11.047321291401156,4.207601962568629,10.0,5.0,4.562787254559836,4.207601962568629
2033842562903693184,2072235820984829312,5.873788935685492,7.258123211473825,4.207511819724157,7.0,5.0,4.411142491285263,4.207511819724157
2025179884408158464,2033842562903693184,3.675491706021214,5.873788935685492,4.207085552632078,7.0,4.0,4.317152729756399,4.207085552632078
1861245556872133504,2062016551910446592,5.627762113582395,7.216691153427344,4.2024911939396885,10.0,4.0,4.3288563407622735,4.2024911939396885
2062016551910446592,2162679246615275264,7.216691153427344,11.047321291401156,4.201508924497874,10.0,5.0,4.463014682610209,4.201508924497874
4160906424545920128,4320461195449352064,-10.492719760197533,-1.5660179682254343,4.200243131911149,7.0,5.0,4.200243131911149,4.345336091764137
2022722274099045376,2165006259882192128,1.9749487268872292,11.812473605287641,4.194785422391104,10.0,7.0,4.764633109059814,4.194785422391104
2022722274099045376,2031745858613175040,1.9749487268872292,4.414297908739168,4.193284793650676,7.0,4.0,4.193284793650676,4.323774852729057
2072235820984829312,2195158098523149312,7.258123211473825,14.622208144751117,4.192262985216603,10.0,7.0,5.232682337317276,4.192262985216603
2031745858613175040,2033842562903693184,4.414297908739168,5.873788935685492,4.1906363865384515,7.0,4.0,4.1906363865384515,4.210518726605375
4513281175196176512,1873298884367855872,-0.5553821435353719,8.701455980597105,4.1887509438366735,7.0,5.0,4.455670453012248,4.1887509438366735
1871915630021420672,2162679246615275264,9.334988515462278,11.047321291401156,4.186690876077143,7.0,5.0,4.403915984821236,4.186690876077143
4513281175196176512,2059995546465811968,-0.5553821435353719,7.495451905728237,4.186481225130738,7.0,4.0,4.5255219147710655,4.186481225130738
