galaxy,distance_mpc,radius_kpc,v_obs_kms,v_err_kms,v_gas_kms,v_disk_ml1_kms,v_bulge_ml1_kms,sb_disk_lsun_pc2,sb_bulge_lsun_pc2,quality_flag,inclination_deg,n_points_galaxy,galaxy_point_index,signed_gas_negative_flag,source_file
F571-V1,80.1,7.78,77,6,25.68,32.58,0,2.09,0,2,30,7,3,0,F571-V1_rotmod.dat
F571-V1,80.1,9.72,82.5,6,29.5,31.97,0,1.23,0,2,30,7,4,0,F571-V1_rotmod.dat
F571-V1,80.1,11.66,84.3,6,30.81,29.08,0,0.46,0,2,30,7,5,0,F571-V1_rotmod.dat
F571-V1,80.1,13.59,83.9,6,28.8,26.58,0,0,0,2,30,7,6,0,F571-V1_rotmod.dat
F574-1,96.8,0.47,15.3,4.4,0.25,12.99,0,104.59,0,1,65,14,0,0,F574-1_rotmod.dat
F574-1,96.8,1.41,41,4.36,0.88,32.88,0,69.17,0,1,65,14,1,0,F574-1_rotmod.dat
F574-1,96.8,2.35,60.7,4.4,1.88,41.13,0,36.87,0,1,65,14,2,0,F574-1_rotmod.dat
F574-1,96.8,3.29,74.9,4.4,3.41,42.43,0,24.85,0,1,65,14,3,0,F574-1_rotmod.dat
F574-1,96.8,4.22,83,6.28,5.43,44.37,0,21.2,0,1,65,14,4,0,F574-1_rotmod.dat
F574-1,96.8,5.17,86.8,4.4,7.8,46.69,0,16.81,0,1,65,14,5,0,F574-1_rotmod.dat
F574-1,96.8,6.11,89.4,4.4,10.44,48.85,0,13.72,0,1,65,14,6,0,F574-1_rotmod.dat
F574-1,96.8,7.05,92.5,4.4,13.15,49.34,0,10.54,0,1,65,14,7,0,F574-1_rotmod.dat
F574-1,96.8,7.99,94.7,4.4,16.07,50.15,0,8.66,0,1,65,14,8,0,F574-1_rotmod.dat
F574-1,96.8,8.92,96.3,4.4,18.98,49.17,0,6.85,0,1,65,14,9,0,F574-1_rotmod.dat
F574-1,96.8,9.87,97.8,4.4,21.99,49.76,0,6.33,0,1,65,14,10,0,F574-1_rotmod.dat
F574-1,96.8,10.79,98.8,4.62,25,50.33,0,5.29,0,1,65,14,11,0,F574-1_rotmod.dat
F574-1,96.8,11.8,99.5,4.4,27.82,50.68,0,4.09,0,1,65,14,12,0,F574-1_rotmod.dat
F574-1,96.8,12.6,99.7,5.14,30.02,50.19,0,3.23,0,1,65,14,13,0,F574-1_rotmod.dat
F583-1,35.4,0.26,14.6,13,-0.5,5.06,0,34.28,0,1,63,25,0,1,F583-1_rotmod.dat
F583-1,35.4,0.44,10,7,-0.86,8.17,0,31.74,0,1,63,25,1,1,F583-1_rotmod.dat
F583-1,35.4,0.77,10.7,7.13,-1.55,13.14,0,26.03,0,1,63,25,2,1,F583-1_rotmod.dat
F583-1,35.4,0.89,17.4,9.6,-1.78,14.55,0,23.16,0,1,63,25,3,1,F583-1_rotmod.dat
F583-1,35.4,1.22,23.5,11.2,-2.43,17.29,0,17.48,0,1,63,25,4,1,F583-1_rotmod.dat
F583-1,35.4,1.55,31,5.2,-2.98,18.37,0,11.3,0,1,63,25,5,1,F583-1_rotmod.dat
F583-1,35.4,1.8,32.3,2.41,-3.18,18.25,0,10.51,0,1,63,25,6,1,F583-1_rotmod.dat
F583-1,35.4,2.21,40.9,5.9,-3.53,19.06,0,10.14,0,1,63,25,7,1,F583-1_rotmod.dat
F583-1,35.4,2.31,43.8,4.26,-3.66,19.39,0,9.91,0,1,63,25,8,1,F583-1_rotmod.dat
F583-1,35.4,2.54,44.8,4.5,-4.08,20.16,0,9.2,0,1,63,25,9,1,F583-1_rotmod.dat
F583-1,35.4,3.1,51.7,12.7,-5.16,22.16,0,8.56,0,1,63,25,10,1,F583-1_rotmod.dat
F583-1,35.4,3.43,55.7,4.5,-4.94,23.71,0,7.6,0,1,63,25,11,1,F583-1_rotmod.dat
F583-1,35.4,3.86,59.4,9.85,-3.07,24.94,0,6.05,0,1,63,25,12,1,F583-1_rotmod.dat
F583-1,35.4,4.09,62,4.5,1.31,25.34,0,5.43,0,1,63,25,13,0,F583-1_rotmod.dat
F583-1,35.4,4.37,63,3.2,4.42,25.74,0,4.75,0,1,63,25,14,0,F583-1_rotmod.dat
F583-1,35.4,4.76,66.6,6.9,7.13,26.09,0,3.9,0,1,63,25,15,0,F583-1_rotmod.dat
F583-1,35.4,5.4,71.3,2.95,11.25,26.17,0,2.77,0,1,63,25,16,0,F583-1_rotmod.dat
F583-1,35.4,5.86,72.3,15.5,13.88,25.92,0,2.15,0,1,63,25,17,0,F583-1_rotmod.dat
F583-1,35.4,6.08,73.4,6,14.94,25.73,0,1.92,0,1,63,25,18,0,F583-1_rotmod.dat
F583-1,35.4,6.43,72.4,5.81,16.72,25.39,0,1.61,0,1,63,25,19,0,F583-1_rotmod.dat
F583-1,35.4,6.97,77.1,12.1,19.67,24.74,0,1.25,0,1,63,25,20,0,F583-1_rotmod.dat
F583-1,35.4,7.96,80.3,13.5,24.09,23.76,0,0.92,0,1,63,25,21,0,F583-1_rotmod.dat
F583-1,35.4,10.29,84.7,6,31.66,22.09,0,0.37,0,1,63,25,22,0,F583-1_rotmod.dat
F583-1,35.4,15.49,86.9,5.6,39.34,17.78,0,0,0,1,63,25,23,0,F583-1_rotmod.dat
F583-1,35.4,16.26,85.8,8.6,39.55,17.09,0,0,0,1,63,25,24,0,F583-1_rotmod.dat
F583-4,53.3,0.22,10.7,4.9,0.47,5.59,0,69.18,0,1,55,12,0,0,F583-4_rotmod.dat
F583-4,53.3,0.76,24.7,4.9,1.87,17.63,0,60.07,0,1,55,12,1,0,F583-4_rotmod.dat
F583-4,53.3,1.31,38.9,4.9,3.27,26.64,0,42.04,0,1,55,12,2,0,F583-4_rotmod.dat
F583-4,53.3,1.94,42.7,7.89,4.87,32.27,0,31.07,0,1,55,12,3,0,F583-4_rotmod.dat
F583-4,53.3,3.92,55,4.9,8.5,38.26,0,9.64,0,1,55,12,4,0,F583-4_rotmod.dat
F583-4,53.3,4.35,57.2,4.9,9.17,38.43,0,8.68,0,1,55,12,5,0,F583-4_rotmod.dat
F583-4,53.3,5,59.8,4.9,10.3,39.09,0,6.38,0,1,55,12,6,0,F583-4_rotmod.dat
F583-4,53.3,5.05,62.5,3.43,10.4,39.06,0,6.2,0,1,55,12,7,0,F583-4_rotmod.dat
F583-4,53.3,5.83,61.8,3.98,12.1,38.38,0,3.7,0,1,55,12,8,0,F583-4_rotmod.dat
F583-4,53.3,6.09,64.4,4.9,12.72,38.13,0,3.52,0,1,55,12,9,0,F583-4_rotmod.dat
F583-4,53.3,6.74,67.2,4.9,14.18,39.23,0,2.89,0,1,55,12,10,0,F583-4_rotmod.dat
F583-4,53.3,7.29,69.9,4.9,15.33,36.96,0,0,0,1,55,12,11,0,F583-4_rotmod.dat
IC2574,3.91,0.85,10.3,0.2,0,9.59,0,16.75,0,2,75,34,0,0,IC2574_rotmod.dat
IC2574,3.91,1.14,12.9,2.7,0,11.99,0,14.92,0,2,75,34,1,0,IC2574_rotmod.dat
IC2574,3.91,1.42,16.4,1.8,0.94,13.83,0,13.07,0,2,75,34,2,0,IC2574_rotmod.dat
IC2574,3.91,1.71,18.6,2.1,3.44,15.27,0,11.58,0,2,75,34,3,0,IC2574_rotmod.dat
IC2574,3.91,1.99,19.8,2,5.14,16.76,0,10.8,0,2,75,34,4,0,IC2574_rotmod.dat
IC2574,3.91,2.28,26.1,0.6,5.82,17.77,0,9.24,0,2,75,34,5,0,IC2574_rotmod.dat
IC2574,3.91,2.55,27.7,2.7,6.87,18.7,0,8.42,0,2,75,34,6,0,IC2574_rotmod.dat
IC2574,3.91,2.84,29.7,2.6,7.58,19.36,0,7.37,0,2,75,34,7,0,IC2574_rotmod.dat
IC2574,3.91,3.13,33,3.4,8.21,19.89,0,6.93,0,2,75,34,8,0,IC2574_rotmod.dat
IC2574,3.91,3.41,34.8,1.2,8.78,20.19,0,5.88,0,2,75,34,9,0,IC2574_rotmod.dat
IC2574,3.91,3.7,35,0.9,8.64,20.15,0,5.69,0,2,75,34,10,0,IC2574_rotmod.dat
IC2574,3.91,3.98,39,10.2,7.98,20.39,0,5.87,0,2,75,34,11,0,IC2574_rotmod.dat
IC2574,3.91,4.26,35.9,5.4,7.97,21.28,0,6.08,0,2,75,34,12,0,IC2574_rotmod.dat
IC2574,3.91,4.55,40,4.1,10.01,22.72,0,6.5,0,2,75,34,13,0,IC2574_rotmod.dat
IC2574,3.91,4.84,38.7,1.4,11.42,24.6,0,5.76,0,2,75,34,14,0,IC2574_rotmod.dat
IC2574,3.91,5.12,41.8,0.5,12.67,25.34,0,4.6,0,2,75,34,15,0,IC2574_rotmod.dat
IC2574,3.91,5.41,42.9,0.4,13.13,25.74,0,4.3,0,2,75,34,16,0,IC2574_rotmod.dat
IC2574,3.91,5.68,44.4,1.7,13.93,26.48,0,4.03,0,2,75,34,17,0,IC2574_rotmod.dat
IC2574,3.91,5.97,46.1,1.3,14.5,27.15,0,3.42,0,2,75,34,18,0,IC2574_rotmod.dat
IC2574,3.91,6.26,49,0.9,15.98,27.39,0,2.76,0,2,75,34,19,0,IC2574_rotmod.dat
IC2574,3.91,6.54,51.9,0.6,17.58,27.31,0,2.14,0,2,75,34,20,0,IC2574_rotmod.dat
IC2574,3.91,6.83,53.1,2.1,18.38,26.75,0,1.67,0,2,75,34,21,0,IC2574_rotmod.dat
IC2574,3.91,7.1,54,0.5,19.29,26.25,0,1.55,0,2,75,34,22,0,IC2574_rotmod.dat
IC2574,3.91,7.39,55.9,1.1,19.86,26.04,0,1.54,0,2,75,34,23,0,IC2574_rotmod.dat
IC2574,3.91,7.68,58.8,3.6,21.01,25.86,0,1.4,0,2,75,34,24,0,IC2574_rotmod.dat
IC2574,3.91,7.96,57.3,4.6,21.81,25.77,0,1.25,0,2,75,34,25,0,IC2574_rotmod.dat
IC2574,3.91,8.25,54,9,22.49,25.57,0,1.12,0,2,75,34,26,0,IC2574_rotmod.dat
IC2574,3.91,8.52,63.8,12,22.38,25.47,0,1.02,0,2,75,34,27,0,IC2574_rotmod.dat
IC2574,3.91,8.81,60.5,6.2,22.6,25.41,0,0.92,0,2,75,34,28,0,IC2574_rotmod.dat
IC2574,3.91,9.1,61,5.7,22.95,25.38,0,0.83,0,2,75,34,29,0,IC2574_rotmod.dat
IC2574,3.91,9.38,66,1.3,23.63,25.51,0,0.75,0,2,75,34,30,0,IC2574_rotmod.dat
IC2574,3.91,9.67,65.2,3.4,24.89,25.74,0,0.67,0,2,75,34,31,0,IC2574_rotmod.dat
IC2574,3.91,9.96,67.1,4.7,25.8,24.84,0,0,0,2,75,34,32,0,IC2574_rotmod.dat
IC2574,3.91,10.23,67.5,9.3,27.17,23.97,0,0,0,2,75,34,33,0,IC2574_rotmod.dat
IC4202,100.4,0.77,35.1,3.96,2.22,20.98,133.76,335.17,2678.7,1,90,32,0,0,IC4202_rotmod.dat
IC4202,100.4,1.59,77.9,3.95,3.89,40.96,176.62,322.39,948.63,1,90,32,1,0,IC4202_rotmod.dat
IC4202,100.4,2.36,115,6.7,4.02,58.24,176.92,310.83,463.05,1,90,32,2,0,IC4202_rotmod.dat
IC4202,100.4,3.13,156,3.16,0.9,74.68,172.53,299.69,349.2,1,90,32,3,0,IC4202_rotmod.dat
IC4202,100.4,3.95,192,3.14,0,91.45,173.49,288.26,188.22,1,90,32,4,0,IC4202_rotmod.dat
IC4202,100.4,4.73,204,2.9,0,107.35,174.08,276.77,83.53,1,90,32,5,0,IC4202_rotmod.dat
IC4202,100.4,5.5,209,3.36,0,120.52,167.74,257.54,24.93,1,90,32,6,0,IC4202_rotmod.dat
IC4202,100.4,6.27,220,3.25,0,132.68,159.21,255.77,7.38,1,90,32,7,0,IC4202_rotmod.dat
IC4202,100.4,7.08,231,3.49,0,150.86,150.44,254.06,2.06,1,90,32,8,0,IC4202_rotmod.dat
IC4202,100.4,7.86,235,4.65,0.24,170.8,142.84,239.48,0.6,1,90,32,9,0,IC4202_rotmod.dat
IC4202,100.4,8.66,245,6,0,187.59,136.33,211.03,0.17,1,90,32,10,0,IC4202_rotmod.dat
IC4202,100.4,9.45,246,5.57,3.8,199.82,130.53,180.74,0.05,1,90,32,11,0,IC4202_rotmod.dat
IC4202,100.4,10.24,239,6.95,0,208.12,125.41,151.13,0.01,1,90,32,12,0,IC4202_rotmod.dat
IC4202,100.4,11.02,240,7.16,3.35,212.98,120.9,124.69,0,1,90,32,13,0,IC4202_rotmod.dat
IC4202,100.4,11.79,240,4.85,15.63,214.9,116.92,101.97,0,1,90,32,14,0,IC4202_rotmod.dat
IC4202,100.4,12.47,246,7.68,22.51,214.77,113.67,85.47,0,1,90,32,15,0,IC4202_rotmod.dat
IC4202,100.4,13.34,241,6.21,30.77,213.03,109.94,69.15,0,1,90,32,16,0,IC4202_rotmod.dat
IC4202,100.4,14.11,250,5.62,37.16,210.67,106.85,58.36,0,1,90,32,17,0,IC4202_rotmod.dat
IC4202,100.4,14.59,242,5.1,39.71,209.26,105.08,53,0,1,90,32,18,0,IC4202_rotmod.dat
IC4202,100.4,14.98,244,7.41,41.88,208.03,103.7,48.81,0,1,90,32,19,0,IC4202_rotmod.dat
IC4202,100.4,15.75,248,5.08,44.73,205.55,101.13,41.91,0,1,90,32,20,0,IC4202_rotmod.dat
IC4202,100.4,16.52,249,5.22,46.3,203.07,98.75,35.71,0,1,90,32,21,0,IC4202_rotmod.dat
IC4202,100.4,17.1,246,6.35,46.79,201.06,97.06,31.62,0,1,90,32,22,0,IC4202_rotmod.dat
IC4202,100.4,17.88,241,16.2,46.99,198.19,94.92,26.82,0,1,90,32,23,0,IC4202_rotmod.dat
IC4202,100.4,18.65,247,14.6,47.18,195.23,92.94,22.81,0,1,90,32,24,0,IC4202_rotmod.dat
IC4202,100.4,19.62,234,20.9,47.77,191.47,90.61,18.65,0,1,90,32,25,0,IC4202_rotmod.dat
IC4202,100.4,20.78,249,10,51.51,186.83,88.05,14.6,0,1,90,32,26,0,IC4202_rotmod.dat
IC4202,100.4,22.13,236,16.1,57.31,181.4,85.32,10.95,0,1,90,32,27,0,IC4202_rotmod.dat
IC4202,100.4,23,245,22.1,59.87,177.88,83.69,9.17,0,1,90,32,28,0,IC4202_rotmod.dat
IC4202,100.4,23.58,243,4.2,61.24,175.64,82.65,8.14,0,1,90,32,29,0,IC4202_rotmod.dat
IC4202,100.4,25.03,238,7.76,61.05,170.07,80.22,6.11,0,1,90,32,30,0,IC4202_rotmod.dat
IC4202,100.4,25.9,247,6.14,60.16,166.98,78.87,5.18,0,1,90,32,31,0,IC4202_rotmod.dat
KK98-251,6.8,0.25,4.25,2,1.87,2.88,0,8.69,0,2,59,15,0,0,KK98-251_rotmod.dat
KK98-251,6.8,0.41,6.84,2,3.32,3.93,0,6.61,0,2,59,15,1,0,KK98-251_rotmod.dat
KK98-251,6.8,0.57,9.56,2,4.8,4.8,0,6.95,0,2,59,15,2,0,KK98-251_rotmod.dat
KK98-251,6.8,0.74,12.3,2,6.44,6.36,0,6.78,0,2,59,15,3,0,KK98-251_rotmod.dat
KK98-251,6.8,0.9,15.1,2,8.03,7.43,0,5.71,0,2,59,15,4,0,KK98-251_rotmod.dat
KK98-251,6.8,1.07,17.5,2,9.79,8.56,0,5.63,0,2,59,15,5,0,KK98-251_rotmod.dat
KK98-251,6.8,1.24,19.7,2,11.57,9.52,0,4.46,0,2,59,15,6,0,KK98-251_rotmod.dat
KK98-251,6.8,1.4,21.8,2,13.11,10.08,0,3.87,0,2,59,15,7,0,KK98-251_rotmod.dat
KK98-251,6.8,1.57,24.4,2,14.44,10.55,0,3.42,0,2,59,15,8,0,KK98-251_rotmod.dat
KK98-251,6.8,1.72,27.3,2,15.54,10.95,0,3.02,0,2,59,15,9,0,KK98-251_rotmod.dat
KK98-251,6.8,1.89,30.3,2,16.53,11.36,0,2.62,0,2,59,15,10,0,KK98-251_rotmod.dat
KK98-251,6.8,2.06,32.6,2,17.3,11.57,0,2.28,0,2,59,15,11,0,KK98-251_rotmod.dat
KK98-251,6.8,2.46,33.3,2,18.07,12.23,0,1.69,0,2,59,15,12,0,KK98-251_rotmod.dat
KK98-251,6.8,2.79,34.6,2,18.07,12.94,0,1.34,0,2,59,15,13,0,KK98-251_rotmod.dat
KK98-251,6.8,3.13,34.2,2,17.41,12.45,0,0,0,2,59,15,14,0,KK98-251_rotmod.dat
NGC0024,7.3,0.21,17.4,6.51,1.51,18.55,0,410.75,0,1,64,29,0,0,NGC0024_rotmod.dat
NGC0024,7.3,0.32,31,8.86,2.27,25.65,0,307.43,0,1,64,29,1,0,NGC0024_rotmod.dat
NGC0024,7.3,0.43,36.1,8.16,3.03,29.58,0,268.58,0,1,64,29,2,0,NGC0024_rotmod.dat
NGC0024,7.3,0.54,46,8.52,3.84,33.96,0,241.26,0,1,64,29,3,0,NGC0024_rotmod.dat
NGC0024,7.3,0.64,58,6.9,4.53,36.83,0,222.69,0,1,64,29,4,0,NGC0024_rotmod.dat
NGC0024,7.3,0.74,63.4,9.55,5.28,39.62,0,212.03,0,1,64,29,5,0,NGC0024_rotmod.dat
NGC0024,7.3,0.85,71.9,8.52,6.04,43.11,0,206.1,0,1,64,29,6,0,NGC0024_rotmod.dat
NGC0024,7.3,0.96,76.4,6.82,6.8,46.75,0,191.46,0,1,64,29,7,0,NGC0024_rotmod.dat
NGC0024,7.3,1.07,78.1,6.65,7.62,50.04,0,179.91,0,1,64,29,8,0,NGC0024_rotmod.dat
NGC0024,7.3,1.17,80.5,6.14,8.31,52.76,0,167.35,0,1,64,29,9,0,NGC0024_rotmod.dat
NGC0024,7.3,1.28,82.8,5.8,9.07,55.72,0,159.14,0,1,64,29,10,0,NGC0024_rotmod.dat
NGC0024,7.3,1.38,85.6,6.48,9.82,58.31,0,150.35,0,1,64,29,11,0,NGC0024_rotmod.dat
NGC0024,7.3,1.48,88,7.5,10.57,61.08,0,139.46,0,1,64,29,12,0,NGC0024_rotmod.dat
NGC0024,7.3,1.59,92,8.52,11.19,63.47,0,125.67,0,1,64,29,13,0,NGC0024_rotmod.dat
NGC0024,7.3,1.7,92.4,8.52,11.92,65.59,0,111.41,0,1,64,29,14,0,NGC0024_rotmod.dat
NGC0024,7.3,1.8,95.1,9.2,12.54,66.83,0,99.69,0,1,64,29,15,0,NGC0024_rotmod.dat
NGC0024,7.3,1.91,96.5,8.52,13.26,68.03,0,87.79,0,1,64,29,16,0,NGC0024_rotmod.dat
NGC0024,7.3,2.02,101,8.86,13.88,68.59,0,77.06,0,1,64,29,17,0,NGC0024_rotmod.dat
NGC0024,7.3,2.13,99.9,9.55,14.61,69,0,68.97,0,1,64,29,18,0,NGC0024_rotmod.dat
NGC0024,7.3,2.23,103,8.18,15.23,69.17,0,63.99,0,1,64,29,19,0,NGC0024_rotmod.dat
NGC0024,7.3,2.34,104,8.52,15.96,69.56,0,57.94,0,1,64,29,20,0,NGC0024_rotmod.dat
NGC0024,7.3,2.44,107,9.2,16.58,69.75,0,52.31,0,1,64,29,21,0,NGC0024_rotmod.dat
NGC0024,7.3,2.54,107,9.55,17.3,69.69,0,47.47,0,1,64,29,22,0,NGC0024_rotmod.dat
NGC0024,7.3,2.65,106,11.2,17.92,69.65,0,43.16,0,1,64,29,23,0,NGC0024_rotmod.dat
NGC0024,7.3,2.76,107,11.2,18.55,69.52,0,39.28,0,1,64,29,24,0,NGC0024_rotmod.dat
NGC0024,7.3,7.07,104,3.11,26.32,52.21,0,1.7,0,1,64,29,25,0,NGC0024_rotmod.dat
NGC0024,7.3,8.49,106,2.55,24.76,47.19,0,0.49,0,1,64,29,26,0,NGC0024_rotmod.dat
NGC0024,7.3,9.91,109,4.95,22.59,43.11,0,0.19,0,1,64,29,27,0,NGC0024_rotmod.dat
NGC0024,7.3,11.27,110,2.83,20.52,40.05,0,0,0,1,64,29,28,0,NGC0024_rotmod.dat
NGC0055,2.11,1.23,28.7,3.4,13.65,27.5,0,58,0,2,77,21,0,0,NGC0055_rotmod.dat
NGC0055,2.11,1.84,37.6,2.6,18.65,32.63,0,38.02,0,2,77,21,1,0,NGC0055_rotmod.dat
NGC0055,2.11,2.46,43.1,1.2,21.85,36.38,0,29.5,0,2,77,21,2,0,NGC0055_rotmod.dat
NGC0055,2.11,3.07,50.1,2.8,25.04,38.7,0,21.65,0,2,77,21,3,0,NGC0055_rotmod.dat
NGC0055,2.11,3.68,58.1,4.5,28.73,39.68,0,16.32,0,2,77,21,4,0,NGC0055_rotmod.dat
NGC0055,2.11,4.3,64.6,4.1,32.28,39.98,0,13.06,0,2,77,21,5,0,NGC0055_rotmod.dat
NGC0055,2.11,4.91,68.5,2.7,34.59,39.99,0,10.93,0,2,77,21,6,0,NGC0055_rotmod.dat
NGC0055,2.11,5.52,72.3,0.8,36.37,39.87,0,9.36,0,2,77,21,7,0,NGC0055_rotmod.dat
NGC0055,2.11,6.14,74.2,2.4,37.73,39.71,0,8.35,0,2,77,21,8,0,NGC0055_rotmod.dat
NGC0055,2.11,6.75,78.9,2.6,38.68,39.75,0,7.82,0,2,77,21,9,0,NGC0055_rotmod.dat
NGC0055,2.11,7.37,82.4,2.3,39.3,40.35,0,7.39,0,2,77,21,10,0,NGC0055_rotmod.dat
NGC0055,2.11,7.98,84.3,4.8,39.72,41.04,0,6.69,0,2,77,21,11,0,NGC0055_rotmod.dat
NGC0055,2.11,8.59,85.4,7.3,40.39,41.57,0,5.95,0,2,77,21,12,0,NGC0055_rotmod.dat
NGC0055,2.11,9.21,85.3,4.6,40.44,42.03,0,5.36,0,2,77,21,13,0,NGC0055_rotmod.dat
NGC0055,2.11,9.82,86.8,4,39.94,42.44,0,4.85,0,2,77,21,14,0,NGC0055_rotmod.dat
NGC0055,2.11,10.43,85.4,5.7,39.15,42.87,0,4.39,0,2,77,21,15,0,NGC0055_rotmod.dat
NGC0055,2.11,11.05,85.4,7,37.71,43.32,0,3.97,0,2,77,21,16,0,NGC0055_rotmod.dat
NGC0055,2.11,11.66,86.2,4.1,36.23,43.95,0,3.59,0,2,77,21,17,0,NGC0055_rotmod.dat
NGC0055,2.11,12.28,86.1,6.2,35.41,44.71,0,3.25,0,2,77,21,18,0,NGC0055_rotmod.dat
NGC0055,2.11,12.89,87.4,2.5,34.67,45.88,0,2.94,0,2,77,21,19,0,NGC0055_rotmod.dat
NGC0055,2.11,13.5,86.5,5.5,33.61,48,0,0,0,2,77,21,20,0,NGC0055_rotmod.dat
NGC0100,13.5,0.23,6.81,8.19,-0.86,9.67,0,142.64,0,1,89,21,0,1,NGC0100_rotmod.dat
NGC0100,13.5,0.69,20,4.09,-1.93,23.77,0,114.33,0,1,89,21,1,1,NGC0100_rotmod.dat
NGC0100,13.5,1.15,33,4,-3.62,34.7,0,92.98,0,1,89,21,2,1,NGC0100_rotmod.dat
NGC0100,13.5,1.59,42.7,4,-4.31,41.73,0,70,0,1,89,21,3,1,NGC0100_rotmod.dat
NGC0100,13.5,2.05,49.9,4,-3.92,46.7,0,54.62,0,1,89,21,4,1,NGC0100_rotmod.dat
NGC0100,13.5,2.51,55.5,4,3.21,50.33,0,43.18,0,1,89,21,5,0,NGC0100_rotmod.dat
NGC0100,13.5,2.97,61.9,4,7.43,53.12,0,33.14,0,1,89,21,6,0,NGC0100_rotmod.dat
NGC0100,13.5,3.42,67.9,4,10.05,55.1,0,25.5,0,1,89,21,7,0,NGC0100_rotmod.dat
NGC0100,13.5,3.88,73.1,4,11.97,55.08,0,16.1,0,1,89,21,8,0,NGC0100_rotmod.dat
NGC0100,13.5,4.34,76.1,3,13.61,54.16,0,13.06,0,1,89,21,9,0,NGC0100_rotmod.dat
NGC0100,13.5,4.79,77.8,5.34,14.82,53.32,0,9.76,0,1,89,21,10,0,NGC0100_rotmod.dat
NGC0100,13.5,5.24,79,4,15.7,52.48,0,7.4,0,1,89,21,11,0,NGC0100_rotmod.dat
NGC0100,13.5,5.7,78.5,5.6,16.36,50.92,0,5.05,0,1,89,21,12,0,NGC0100_rotmod.dat
NGC0100,13.5,6.16,79.8,7.15,16.58,49.36,0,4.2,0,1,89,21,13,0,NGC0100_rotmod.dat
NGC0100,13.5,7.16,83.4,5.12,17.02,46.44,0,2.37,0,1,89,21,14,0,NGC0100_rotmod.dat
NGC0100,13.5,7.52,84.6,4,17.46,45.44,0,2.01,0,1,89,21,15,0,NGC0100_rotmod.dat
NGC0100,13.5,7.98,86.1,5.53,18.01,44.24,0,1.61,0,1,89,21,16,0,NGC0100_rotmod.dat
NGC0100,13.5,8.44,87.5,10.2,18.77,43.11,0,1.27,0,1,89,21,17,0,NGC0100_rotmod.dat
NGC0100,13.5,8.9,89,7.77,19.76,41.91,0,0.96,0,1,89,21,18,0,NGC0100_rotmod.dat
NGC0100,13.5,9.35,90.4,5.16,20.86,40.72,0,0.84,0,1,89,21,19,0,NGC0100_rotmod.dat
NGC0100,13.5,9.62,91.2,13.7,21.63,40.12,0,0.83,0,1,89,21,20,0,NGC0100_rotmod.dat
NGC0247,3.7,1.08,34.6,0.9,2.87,22.18,0,66.02,0,2,74,26,0,0,NGC0247_rotmod.dat
NGC0247,3.7,1.61,47,0.8,4.22,29.63,0,54.33,0,2,74,26,1,0,NGC0247_rotmod.dat
NGC0247,3.7,2.15,59.1,3.1,5.53,34.54,0,44.47,0,2,74,26,2,0,NGC0247_rotmod.dat
NGC0247,3.7,2.7,64.4,1.4,7.02,38.17,0,37.92,0,2,74,26,3,0,NGC0247_rotmod.dat
NGC0247,3.7,3.22,67.4,2.3,8.74,41.49,0,33.35,0,2,74,26,4,0,NGC0247_rotmod.dat
NGC0247,3.7,3.77,69.8,0.7,10.74,44.33,0,29.03,0,2,74,26,5,0,NGC0247_rotmod.dat
NGC0247,3.7,4.31,71.3,1.1,12.87,46.65,0,25.59,0,2,74,26,6,0,NGC0247_rotmod.dat
NGC0247,3.7,4.85,73.2,1.7,14.02,48.71,0,22.37,0,2,74,26,7,0,NGC0247_rotmod.dat
NGC0247,3.7,5.38,75.1,3,14.25,50.36,0,19.55,0,2,74,26,8,0,NGC0247_rotmod.dat
NGC0247,3.7,5.92,78.5,3.8,15.4,51.67,0,17.02,0,2,74,26,9,0,NGC0247_rotmod.dat
NGC0247,3.7,6.46,81.4,5,17.47,52.6,0,14.83,0,2,74,26,10,0,NGC0247_rotmod.dat
NGC0247,3.7,6.99,83.5,7,20.12,53.23,0,13.01,0,2,74,26,11,0,NGC0247_rotmod.dat
NGC0247,3.7,7.53,87.1,7.2,23.34,53.67,0,11.5,0,2,74,26,12,0,NGC0247_rotmod.dat
NGC0247,3.7,8.07,90.7,4.8,25.63,54.09,0,10.34,0,2,74,26,13,0,NGC0247_rotmod.dat
NGC0247,3.7,8.62,93.1,1.4,27.36,54.75,0,9.41,0,2,74,26,14,0,NGC0247_rotmod.dat
NGC0247,3.7,9.14,95.9,2.1,29.31,55.29,0,8.09,0,2,74,26,15,0,NGC0247_rotmod.dat
NGC0247,3.7,9.69,98.4,5.2,31.5,55.46,0,6.86,0,2,74,26,16,0,NGC0247_rotmod.dat
NGC0247,3.7,10.23,101,8.2,33.45,55.35,0,5.8,0,2,74,26,17,0,NGC0247_rotmod.dat
NGC0247,3.7,10.76,103,9.4,35.18,54.98,0,4.92,0,2,74,26,18,0,NGC0247_rotmod.dat
NGC0247,3.7,11.3,104,9.4,36.44,54.45,0,4.17,0,2,74,26,19,0,NGC0247_rotmod.dat
NGC0247,3.7,11.84,105,8.9,37.01,53.82,0,3.57,0,2,74,26,20,0,NGC0247_rotmod.dat
NGC0247,3.7,12.38,105,8.4,37.01,53.2,0,3.12,0,2,74,26,21,0,NGC0247_rotmod.dat
NGC0247,3.7,12.91,105,9,36.33,52.54,0,2.63,0,2,74,26,22,0,NGC0247_rotmod.dat
