galaxy,distance_mpc,radius_kpc,v_obs_kms,v_err_kms,v_gas_kms,v_disk_ml1_kms,v_bulge_ml1_kms,sb_disk_lsun_pc2,sb_bulge_lsun_pc2,quality_flag,inclination_deg,n_points_galaxy,galaxy_point_index,signed_gas_negative_flag,source_file
NGC2683,9.81,5.77,212,5,21.36,229.24,63.44,149.71,0,2,80,11,1,0,NGC2683_rotmod.dat
NGC2683,9.81,8.66,206,5,17.89,197.87,51.78,56.22,0,2,80,11,2,0,NGC2683_rotmod.dat
NGC2683,9.81,11.54,200,5,24.41,185,44.86,16.1,0,2,80,11,3,0,NGC2683_rotmod.dat
NGC2683,9.81,14.43,172,12,25.8,159.52,40.12,2.72,0,2,80,11,4,0,NGC2683_rotmod.dat
NGC2683,9.81,17.31,190,10,25.8,143.29,36.63,0.92,0,2,80,11,5,0,NGC2683_rotmod.dat
NGC2683,9.81,20.2,169,10,23.72,130.86,33.91,0.25,0,2,80,11,6,0,NGC2683_rotmod.dat
NGC2683,9.81,23.08,150,10,20.53,121.26,31.72,0.07,0,2,80,11,7,0,NGC2683_rotmod.dat
NGC2683,9.81,28.85,160,10,17.48,107.36,28.37,0,0,2,80,11,8,0,NGC2683_rotmod.dat
NGC2683,9.81,31.74,155,10,16.5,102.03,27.05,0,0,2,80,11,9,0,NGC2683_rotmod.dat
NGC2683,9.81,34.62,151,12,15.67,97.49,25.9,0,0,2,80,11,10,0,NGC2683_rotmod.dat
NGC2841,14.1,3.44,285,14.4,-0.57,163.4,239.5,560.42,13.23,1,76,50,0,1,NGC2841_rotmod.dat
NGC2841,14.1,3.77,297,13.6,-0.57,171.13,229.25,537.66,5.28,1,76,50,1,1,NGC2841_rotmod.dat
NGC2841,14.1,4.13,303,8.47,-0.43,180.88,219.24,507.23,1.94,1,76,50,2,1,NGC2841_rotmod.dat
NGC2841,14.1,4.47,306,5.93,-0.1,188.37,210.91,465.98,0.76,1,76,50,3,1,NGC2841_rotmod.dat
NGC2841,14.1,4.8,307,5.93,-0.19,194.64,203.54,438.69,0.3,1,76,50,4,1,NGC2841_rotmod.dat
NGC2841,14.1,5.13,304,8.47,-0.28,200.57,196.88,413.05,0.12,1,76,50,5,1,NGC2841_rotmod.dat
NGC2841,14.1,5.48,308,8.47,-0.38,206.64,190.44,383.91,0.05,1,76,50,6,1,NGC2841_rotmod.dat
NGC2841,14.1,5.83,313,12.7,-0.48,211.29,184.57,352.6,0.02,1,76,50,7,1,NGC2841_rotmod.dat
NGC2841,14.1,6.16,314,9.32,-0.53,215.14,179.57,340.73,0.01,1,76,50,8,1,NGC2841_rotmod.dat
NGC2841,14.1,6.51,315,6.78,3.83,221.84,174.68,329.32,0,1,76,50,9,0,NGC2841_rotmod.dat
NGC2841,14.1,6.86,317,8.47,8.02,227.72,170.15,300.88,0,1,76,50,10,0,NGC2841_rotmod.dat
NGC2841,14.1,7.18,320,7.63,12.15,231.73,166.32,276.7,0,1,76,50,11,0,NGC2841_rotmod.dat
NGC2841,14.1,7.51,316,20.5,16.24,235.48,162.63,259.76,0,1,76,50,12,0,NGC2841_rotmod.dat
NGC2841,14.1,7.85,318,23.4,20.27,239.96,159.08,241.28,0,1,76,50,13,0,NGC2841_rotmod.dat
NGC2841,14.1,8.21,321,8.48,24.66,243.42,155.54,214.54,0,1,76,50,14,0,NGC2841_rotmod.dat
NGC2841,14.1,8.57,323,8.66,27.1,245.15,152.23,187.05,0,1,76,50,15,0,NGC2841_rotmod.dat
NGC2841,14.1,8.9,321,12.7,29.42,245.8,149.38,167.67,0,1,76,50,16,0,NGC2841_rotmod.dat
NGC2841,14.1,9.24,323,11,31.74,245.24,146.61,150.42,0,1,76,50,17,0,NGC2841_rotmod.dat
NGC2841,14.1,9.6,323,10.4,34.31,244.14,143.83,136.11,0,1,76,50,18,0,NGC2841_rotmod.dat
NGC2841,14.1,9.93,322,13.6,36.63,243.64,141.42,126.37,0,1,76,50,19,0,NGC2841_rotmod.dat
NGC2841,14.1,10.27,321,13.6,38.95,243.6,139.06,118.7,0,1,76,50,20,0,NGC2841_rotmod.dat
NGC2841,14.1,10.6,323,9.32,41.02,243.38,136.88,108.16,0,1,76,50,21,0,NGC2841_rotmod.dat
NGC2841,14.1,10.93,322,11.9,43.22,243.08,134.8,97.33,0,1,76,50,22,0,NGC2841_rotmod.dat
NGC2841,14.1,11.27,321,11,45.42,242.44,132.75,86.07,0,1,76,50,23,0,NGC2841_rotmod.dat
NGC2841,14.1,12.31,323,4.24,52.25,237.3,127.02,60.76,0,1,76,50,24,0,NGC2841_rotmod.dat
NGC2841,14.1,14.35,319,4.24,56.77,222.06,117.64,30.36,0,1,76,50,25,0,NGC2841_rotmod.dat
NGC2841,14.1,16.4,308,4.24,51.89,207.98,110.04,19.68,0,1,76,50,26,0,NGC2841_rotmod.dat
NGC2841,14.1,18.48,299,5.66,48.35,196.87,103.67,11.59,0,1,76,50,27,0,NGC2841_rotmod.dat
NGC2841,14.1,20.57,299,5.66,54.45,185.72,98.26,7,0,1,76,50,28,0,NGC2841_rotmod.dat
NGC2841,14.1,22.51,298,5.66,63.61,176.98,93.93,4.66,0,1,76,50,29,0,NGC2841_rotmod.dat
NGC2841,14.1,24.59,296,5.66,66.17,168.93,89.87,3.04,0,1,76,50,30,0,NGC2841_rotmod.dat
NGC2841,14.1,26.68,293,4.24,61.9,161.21,86.28,1.15,0,1,76,50,31,0,NGC2841_rotmod.dat
NGC2841,14.1,28.77,289,4.24,58.85,153.59,83.08,0.69,0,1,76,50,32,0,NGC2841_rotmod.dat
NGC2841,14.1,30.7,289,4.24,57.01,147.56,80.43,0.41,0,1,76,50,33,0,NGC2841_rotmod.dat
NGC2841,14.1,32.79,288,4.24,57.38,141.95,77.82,0.23,0,1,76,50,34,0,NGC2841_rotmod.dat
NGC2841,14.1,34.88,285,4.24,60.43,136.82,75.46,0.13,0,1,76,50,35,0,NGC2841_rotmod.dat
NGC2841,14.1,36.96,283,2.83,64.09,132.38,73.3,0.07,0,1,76,50,36,0,NGC2841_rotmod.dat
NGC2841,14.1,38.9,275,2.83,66.9,128.66,71.45,0.04,0,1,76,50,37,0,NGC2841_rotmod.dat
NGC2841,14.1,40.99,272,2.83,68.61,124.87,69.61,0.02,0,1,76,50,38,0,NGC2841_rotmod.dat
NGC2841,14.1,43.08,271,2.83,68.98,121.52,67.9,0.01,0,1,76,50,39,0,NGC2841_rotmod.dat
NGC2841,14.1,45.16,274,4.24,67.76,118.47,66.31,0.01,0,1,76,50,40,0,NGC2841_rotmod.dat
NGC2841,14.1,47.1,277,4.24,65.19,115.75,64.93,0,0,1,76,50,41,0,NGC2841_rotmod.dat
NGC2841,14.1,49.19,281,4.24,62.26,113.11,63.54,0,0,1,76,50,42,0,NGC2841_rotmod.dat
NGC2841,14.1,51.27,286,4.24,60.55,110.59,62.24,0,0,1,76,50,43,0,NGC2841_rotmod.dat
NGC2841,14.1,53.36,282,4.24,60.55,108.3,61.01,0,0,1,76,50,44,0,NGC2841_rotmod.dat
NGC2841,14.1,55.3,283,4.24,62.39,106.31,59.93,0,0,1,76,50,45,0,NGC2841_rotmod.dat
NGC2841,14.1,57.38,288,5.66,64.95,104.23,58.83,0,0,1,76,50,46,0,NGC2841_rotmod.dat
NGC2841,14.1,59.47,287,5.66,67.27,102.32,57.79,0,0,1,76,50,47,0,NGC2841_rotmod.dat
NGC2841,14.1,61.56,289,7.07,68.49,100.51,56.8,0,0,1,76,50,48,0,NGC2841_rotmod.dat
NGC2841,14.1,63.64,294,7.07,68.73,98.76,55.86,0,0,1,76,50,49,0,NGC2841_rotmod.dat
NGC2903,6.6,0.32,44,8,0.01,197.82,0,7393.57,0,1,66,34,0,0,NGC2903_rotmod.dat
NGC2903,6.6,0.64,64,8,0.03,204.19,0,3002.08,0,1,66,34,1,0,NGC2903_rotmod.dat
NGC2903,6.6,0.96,128,8,0.08,209.11,0,2411.81,0,1,66,34,2,0,NGC2903_rotmod.dat
NGC2903,6.6,1.28,148,8,0.07,219.11,0,1895.47,0,1,66,34,3,0,NGC2903_rotmod.dat
NGC2903,6.6,1.6,157,8,1.76,225.96,0,1625.63,0,1,66,34,4,0,NGC2903_rotmod.dat
NGC2903,6.6,1.92,189,8,5.17,232.02,0,1474.21,0,1,66,34,5,0,NGC2903_rotmod.dat
NGC2903,6.6,2.24,195,6,8.23,251.26,0,1493.06,0,1,66,34,6,0,NGC2903_rotmod.dat
NGC2903,6.6,2.56,201,6,11.05,278.7,0,1371.3,0,1,66,34,7,0,NGC2903_rotmod.dat
NGC2903,6.6,2.88,214,4,13.64,291.79,0,1009.96,0,1,66,34,8,0,NGC2903_rotmod.dat
NGC2903,6.6,3.2,215,4,16.01,300.53,0,706.79,0,1,66,34,9,0,NGC2903_rotmod.dat
NGC2903,6.6,3.52,215,4,18.18,298.29,0,476.79,0,1,66,34,10,0,NGC2903_rotmod.dat
NGC2903,6.6,3.84,216,3,20.14,289.57,0,365.53,0,1,66,34,11,0,NGC2903_rotmod.dat
NGC2903,6.6,4.8,214,2,24.78,274.65,0,195.17,0,1,66,34,12,0,NGC2903_rotmod.dat
NGC2903,6.6,5.76,210,2,25.77,255.87,0,83.13,0,1,66,34,13,0,NGC2903_rotmod.dat
NGC2903,6.6,6.72,205,2,24.89,236.77,0,50.66,0,1,66,34,14,0,NGC2903_rotmod.dat
NGC2903,6.6,7.68,203,1,25.19,221.37,0,32.24,0,1,66,34,15,0,NGC2903_rotmod.dat
NGC2903,6.6,8.64,201,1,25.4,209.59,0,23.57,0,1,66,34,16,0,NGC2903_rotmod.dat
NGC2903,6.6,9.6,201,1,27.64,199.24,0,14.07,0,1,66,34,17,0,NGC2903_rotmod.dat
NGC2903,6.6,10.56,199,1,32.7,189.8,0,10.06,0,1,66,34,18,0,NGC2903_rotmod.dat
NGC2903,6.6,11.52,197,1,37.22,181.59,0,6.57,0,1,66,34,19,0,NGC2903_rotmod.dat
NGC2903,6.6,12.48,196,2,37.86,174.1,0,4.46,0,1,66,34,20,0,NGC2903_rotmod.dat
NGC2903,6.6,13.44,193,3,36.33,167.37,0,2.89,0,1,66,34,21,0,NGC2903_rotmod.dat
NGC2903,6.6,14.4,190,3,35.33,161.19,0,1.89,0,1,66,34,22,0,NGC2903_rotmod.dat
NGC2903,6.6,15.36,188,5,35.01,155.25,0,1.25,0,1,66,34,23,0,NGC2903_rotmod.dat
NGC2903,6.6,16.32,187,5,34.43,150.2,0,0.83,0,1,66,34,24,0,NGC2903_rotmod.dat
NGC2903,6.6,17.28,188,3,33.18,145.58,0,0.55,0,1,66,34,25,0,NGC2903_rotmod.dat
NGC2903,6.6,18.24,186,3,32.48,141.36,0,0.37,0,1,66,34,26,0,NGC2903_rotmod.dat
NGC2903,6.6,19.2,185,3,31.94,137.48,0,0.24,0,1,66,34,27,0,NGC2903_rotmod.dat
NGC2903,6.6,20.16,185,3,31.23,133.91,0,0.16,0,1,66,34,28,0,NGC2903_rotmod.dat
NGC2903,6.6,21.12,181,3,30.85,130.6,0,0.11,0,1,66,34,29,0,NGC2903_rotmod.dat
NGC2903,6.6,22.08,178,3,30.69,127.55,0,0.07,0,1,66,34,30,0,NGC2903_rotmod.dat
NGC2903,6.6,23.04,177,3,30.33,124.7,0,0.05,0,1,66,34,31,0,NGC2903_rotmod.dat
NGC2903,6.6,24,182,4,30.72,122.05,0,0.03,0,1,66,34,32,0,NGC2903_rotmod.dat
NGC2903,6.6,24.96,180,8,30.86,119.57,0,0,0,1,66,34,33,0,NGC2903_rotmod.dat
NGC2915,4.06,0.34,13.5,10.1,4.08,44.78,0,329.95,0,2,56,30,0,0,NGC2915_rotmod.dat
NGC2915,4.06,0.67,31.3,12.5,7.65,48.88,0,91.07,0,2,56,30,1,0,NGC2915_rotmod.dat
NGC2915,4.06,1,35.3,13.4,10.36,46.82,0,36.28,0,2,56,30,2,0,NGC2915_rotmod.dat
NGC2915,4.06,1.34,50.5,9.38,11.92,43.88,0,16.86,0,2,56,30,3,0,NGC2915_rotmod.dat
NGC2915,4.06,1.68,61,10.1,12.33,40.74,0,8.72,0,2,56,30,4,0,NGC2915_rotmod.dat
NGC2915,4.06,2.01,66.5,11.9,12.44,38.01,0,4.56,0,2,56,30,5,0,NGC2915_rotmod.dat
NGC2915,4.06,2.34,74.4,11.6,12.54,35.66,0,2.91,0,2,56,30,6,0,NGC2915_rotmod.dat
NGC2915,4.06,2.67,83,9.17,12.44,33.66,0,1.6,0,2,56,30,7,0,NGC2915_rotmod.dat
NGC2915,4.06,3.01,86.4,7.66,12.13,31.74,0,0.88,0,2,56,30,8,0,NGC2915_rotmod.dat
NGC2915,4.06,3.35,83.6,8.18,12.02,29.95,0,0.43,0,2,56,30,9,0,NGC2915_rotmod.dat
NGC2915,4.06,3.68,79.8,7.93,12.54,28.46,0,0.24,0,2,56,30,10,0,NGC2915_rotmod.dat
NGC2915,4.06,4.02,82.8,6.95,13.47,27.13,0,0.13,0,2,56,30,11,0,NGC2915_rotmod.dat
NGC2915,4.06,4.35,83.5,7.19,14.61,25.93,0,0.07,0,2,56,30,12,0,NGC2915_rotmod.dat
NGC2915,4.06,4.68,80.4,7.85,15.44,24.93,0,0.04,0,2,56,30,13,0,NGC2915_rotmod.dat
NGC2915,4.06,5.02,80.3,7.57,15.86,24,0,0.02,0,2,56,30,14,0,NGC2915_rotmod.dat
NGC2915,4.06,5.35,82.1,7.92,15.86,23.2,0,0.01,0,2,56,30,15,0,NGC2915_rotmod.dat
NGC2915,4.06,5.69,82.4,8.33,15.65,22.42,0,0.01,0,2,56,30,16,0,NGC2915_rotmod.dat
NGC2915,4.06,6.03,80.9,7.88,15.44,21.74,0,0,0,2,56,30,17,0,NGC2915_rotmod.dat
NGC2915,4.06,6.36,79,6.15,15.65,21.15,0,0,0,2,56,30,18,0,NGC2915_rotmod.dat
NGC2915,4.06,6.69,81.4,6.11,16.27,20.57,0,0,0,2,56,30,19,0,NGC2915_rotmod.dat
NGC2915,4.06,7.02,79.7,5.59,17.1,20.07,0,0,0,2,56,30,20,0,NGC2915_rotmod.dat
NGC2915,4.06,7.36,77.5,6.33,17.83,19.59,0,0,0,2,56,30,21,0,NGC2915_rotmod.dat
NGC2915,4.06,7.7,79.9,6.41,17.93,19.12,0,0,0,2,56,30,22,0,NGC2915_rotmod.dat
NGC2915,4.06,8.03,81.5,7.86,18.24,18.72,0,0,0,2,56,30,23,0,NGC2915_rotmod.dat
NGC2915,4.06,8.37,82.2,7.82,18.65,18.33,0,0,0,2,56,30,24,0,NGC2915_rotmod.dat
NGC2915,4.06,8.7,82,7.09,18.97,17.95,0,0,0,2,56,30,25,0,NGC2915_rotmod.dat
NGC2915,4.06,9.03,84.7,5.74,19.38,17.62,0,0,0,2,56,30,26,0,NGC2915_rotmod.dat
NGC2915,4.06,9.37,86.1,5.54,19.59,17.3,0,0,0,2,56,30,27,0,NGC2915_rotmod.dat
NGC2915,4.06,9.7,85.3,5.23,19.9,16.98,0,0,0,2,56,30,28,0,NGC2915_rotmod.dat
NGC2915,4.06,10.04,86.5,6.45,19.9,16.69,0,0,0,2,56,30,29,0,NGC2915_rotmod.dat
NGC2955,97.9,0.75,169,4.27,0,53.73,163.04,1391.81,4469.43,1,56,24,0,0,NGC2955_rotmod.dat
NGC2955,97.9,1.55,203,4.92,0.16,99.45,214.33,1172.91,2105.83,1,56,24,1,0,NGC2955_rotmod.dat
NGC2955,97.9,2.3,232,5.49,0,134.15,231.92,999.07,1340.93,1,56,24,2,0,NGC2955_rotmod.dat
NGC2955,97.9,3.06,256,4.38,1.12,162.98,250.27,849.17,745.19,1,56,24,3,0,NGC2955_rotmod.dat
NGC2955,97.9,3.85,248,3.47,10.81,187.48,252.3,717.13,308.69,1,56,24,4,0,NGC2955_rotmod.dat
NGC2955,97.9,4.61,253,5.68,18.83,206.85,245.12,606.7,124.46,1,56,24,5,0,NGC2955_rotmod.dat
NGC2955,97.9,5.36,269,8.42,25.11,220.81,233.77,503.2,47.18,1,56,24,6,0,NGC2955_rotmod.dat
NGC2955,97.9,6.12,268,4.67,29.26,232.37,221.48,437.22,17.54,1,56,24,7,0,NGC2955_rotmod.dat
NGC2955,97.9,6.91,260,5.58,31.48,243.48,209.61,380.24,6.29,1,56,24,8,0,NGC2955_rotmod.dat
NGC2955,97.9,7.66,245,8.47,32.44,254.23,199.62,318.5,2.38,1,56,24,9,0,NGC2955_rotmod.dat
NGC2955,97.9,8.42,247,6,32.35,258.51,190.58,235.35,0.89,1,56,24,10,0,NGC2955_rotmod.dat
NGC2955,97.9,8.86,267,10.3,32.44,258.41,185.85,200.23,0.5,1,56,24,11,0,NGC2955_rotmod.dat
NGC2955,97.9,9.21,255,7.27,32.44,257.39,182.29,180.71,0.32,1,56,24,12,0,NGC2955_rotmod.dat
NGC2955,97.9,10.82,253,11.2,33.51,252.03,168.18,131.46,0.04,1,56,24,13,0,NGC2955_rotmod.dat
NGC2955,97.9,11.56,271,11.3,34.86,249.34,162.76,112.34,0.02,1,56,24,14,0,NGC2955_rotmod.dat
NGC2955,97.9,12.4,276,8.71,37.47,246.01,157.16,103.42,0.01,1,56,24,15,0,NGC2955_rotmod.dat
NGC2955,97.9,14.17,275,10.1,44.03,245.22,146.96,81.02,0,1,56,24,16,0,NGC2955_rotmod.dat
NGC2955,97.9,16.88,275,10,57.16,236.05,134.67,50.98,0,1,56,24,17,0,NGC2955_rotmod.dat
NGC2955,97.9,19.49,276,11.7,67.4,232.49,125.34,36.11,0,1,56,24,18,0,NGC2955_rotmod.dat
NGC2955,97.9,22.19,267,15.7,77.25,219.85,117.47,17.62,0,1,56,24,19,0,NGC2955_rotmod.dat
NGC2955,97.9,24.8,257,15.1,79.95,209.2,111.12,12.8,0,1,56,24,20,0,NGC2955_rotmod.dat
NGC2955,97.9,27.51,254,13.6,78.21,199.59,105.5,9.61,0,1,56,24,21,0,NGC2955_rotmod.dat
NGC2955,97.9,30.12,248,11.6,75.51,191.82,100.83,6.7,0,1,56,24,22,0,NGC2955_rotmod.dat
NGC2955,97.9,35.43,227,11.2,77.83,176.46,92.96,3.71,0,1,56,24,23,0,NGC2955_rotmod.dat
NGC2976,3.58,0.11,6.8,3.62,1.06,11.98,0,401.24,0,2,61,27,0,0,NGC2976_rotmod.dat
NGC2976,3.58,0.17,9.5,4.31,1.76,15.44,0,385.05,0,2,61,27,1,0,NGC2976_rotmod.dat
NGC2976,3.58,0.24,14,3.11,2.47,19.52,0,353.55,0,2,61,27,2,0,NGC2976_rotmod.dat
NGC2976,3.58,0.31,19.8,5.5,2.93,23.11,0,326.8,0,2,61,27,3,0,NGC2976_rotmod.dat
NGC2976,3.58,0.38,26.1,3.9,3.29,26.27,0,306.5,0,2,61,27,4,0,NGC2976_rotmod.dat
NGC2976,3.58,0.45,28.7,3.5,3.99,29.18,0,294.93,0,2,61,27,5,0,NGC2976_rotmod.dat
NGC2976,3.58,0.52,28.7,2.7,4.46,32.19,0,286.81,0,2,61,27,6,0,NGC2976_rotmod.dat
NGC2976,3.58,0.59,31.7,2.5,4.93,35.22,0,277.28,0,2,61,27,7,0,NGC2976_rotmod.dat
NGC2976,3.58,0.66,35.5,2.3,5.88,38.01,0,266.34,0,2,61,27,8,0,NGC2976_rotmod.dat
NGC2976,3.58,0.73,39.4,2.1,6.93,40.66,0,258.37,0,2,61,27,9,0,NGC2976_rotmod.dat
NGC2976,3.58,0.8,42.9,2.3,7.52,43.36,0,250.06,0,2,61,27,10,0,NGC2976_rotmod.dat
NGC2976,3.58,0.87,46,2.6,8.45,45.92,0,244.56,0,2,61,27,11,0,NGC2976_rotmod.dat
NGC2976,3.58,0.94,49.1,3.1,9.28,48.76,0,245.53,0,2,61,27,12,0,NGC2976_rotmod.dat
NGC2976,3.58,1.01,49.2,3.2,10.11,52.24,0,248.27,0,2,61,27,13,0,NGC2976_rotmod.dat
NGC2976,3.58,1.08,51.4,3.2,11.31,55.81,0,237.88,0,2,61,27,14,0,NGC2976_rotmod.dat
NGC2976,3.58,1.14,57.2,3.1,13.04,58.54,0,230,0,2,61,27,15,0,NGC2976_rotmod.dat
NGC2976,3.58,1.21,63.8,2.9,15.48,61.95,0,228.85,0,2,61,27,16,0,NGC2976_rotmod.dat
NGC2976,3.58,1.29,67.8,2.8,17.62,66.07,0,216.32,0,2,61,27,17,0,NGC2976_rotmod.dat
NGC2976,3.58,1.35,69.8,3.3,19.66,68.88,0,203.26,0,2,61,27,18,0,NGC2976_rotmod.dat
NGC2976,3.58,1.42,71.7,3.9,21.7,71.85,0,189.42,0,2,61,27,19,0,NGC2976_rotmod.dat
NGC2976,3.58,1.49,74.1,4.4,23.73,74.58,0,174.06,0,2,61,27,20,0,NGC2976_rotmod.dat
NGC2976,3.58,1.56,76.7,4.8,25.98,76.94,0,155.41,0,2,61,27,21,0,NGC2976_rotmod.dat
NGC2976,3.58,1.63,79.9,4.4,27.71,78.73,0,134.59,0,2,61,27,22,0,NGC2976_rotmod.dat
NGC2976,3.58,1.74,83.6,3.35,30.15,80.17,0,99.94,0,2,61,27,23,0,NGC2976_rotmod.dat
NGC2976,3.58,1.93,83.9,3.95,29.44,78.52,0,58.42,0,2,61,27,24,0,NGC2976_rotmod.dat
NGC2976,3.58,2.1,88.7,4.44,29.75,75.56,0,46.09,0,2,61,27,25,0,NGC2976_rotmod.dat
NGC2976,3.58,2.27,85.3,5.36,29.85,73.66,0,41.53,0,2,61,27,26,0,NGC2976_rotmod.dat
NGC2998,68.1,0.33,90,20,0,44.56,0,2070.29,0,1,58,13,0,0,NGC2998_rotmod.dat
NGC2998,68.1,0.99,125,15,0.66,93.23,0,1190.44,0,1,58,13,1,0,NGC2998_rotmod.dat
NGC2998,68.1,1.98,148,15,2.66,132.13,0,888.44,0,1,58,13,2,0,NGC2998_rotmod.dat
NGC2998,68.1,2.64,180,17,4.03,154.64,0,784.11,0,1,58,13,3,0,NGC2998_rotmod.dat
NGC2998,68.1,3.63,201,15,6.22,196.69,0,702.55,0,1,58,13,4,0,NGC2998_rotmod.dat
NGC2998,68.1,7.59,206,10,16.84,221.58,0,192.87,0,1,58,13,5,0,NGC2998_rotmod.dat
NGC2998,68.1,12.5,214,5,32.06,213.19,0,56.1,0,1,58,13,6,0,NGC2998_rotmod.dat
NGC2998,68.1,17.48,212,5,44.76,198.92,0,17.41,0,1,58,13,7,0,NGC2998_rotmod.dat
NGC2998,68.1,22.46,213,2,52.43,175.78,0,10.54,0,1,58,13,8,0,NGC2998_rotmod.dat
NGC2998,68.1,27.44,214,2,58.37,162.69,0,5.26,0,1,58,13,9,0,NGC2998_rotmod.dat
NGC2998,68.1,32.32,213,2,63.92,151.18,0,2.5,0,1,58,13,10,0,NGC2998_rotmod.dat
NGC2998,68.1,37.3,213,3,66.04,139.68,0,0.96,0,1,58,13,11,0,NGC2998_rotmod.dat
NGC2998,68.1,42.28,203,3,64.42,130.09,0,0.33,0,1,58,13,12,0,NGC2998_rotmod.dat
NGC3109,1.33,0.26,6.1,1.6,1,2.78,0,10.55,0,1,70,25,0,0,NGC3109_rotmod.dat
NGC3109,1.33,0.52,11.2,0.7,2.12,4.73,0,8.77,0,1,70,25,1,0,NGC3109_rotmod.dat
NGC3109,1.33,0.77,14.9,1.5,4.53,7,0,8.41,0,1,70,25,2,0,NGC3109_rotmod.dat
NGC3109,1.33,1.03,19.1,2.2,6.54,8.59,0,7.93,0,1,70,25,3,0,NGC3109_rotmod.dat
NGC3109,1.33,1.29,24.3,0.9,8.22,10.63,0,6.67,0,1,70,25,4,0,NGC3109_rotmod.dat
NGC3109,1.33,1.55,29.8,1.9,10.06,11.72,0,5.17,0,1,70,25,5,0,NGC3109_rotmod.dat
NGC3109,1.33,1.81,34.3,1.6,11.73,12.56,0,4.71,0,1,70,25,6,0,NGC3109_rotmod.dat
NGC3109,1.33,2.06,38.2,3.5,12.92,13.39,0,3.81,0,1,70,25,7,0,NGC3109_rotmod.dat
NGC3109,1.33,2.32,42.5,5.6,13.76,13.69,0,2.97,0,1,70,25,8,0,NGC3109_rotmod.dat
NGC3109,1.33,2.58,42.3,3,14.44,13.73,0,2.43,0,1,70,25,9,0,NGC3109_rotmod.dat
NGC3109,1.33,2.84,47.3,4.4,15.04,13.74,0,2.3,0,1,70,25,10,0,NGC3109_rotmod.dat
NGC3109,1.33,3.1,49.3,4,15.37,14.32,0,2.42,0,1,70,25,11,0,NGC3109_rotmod.dat
NGC3109,1.33,3.35,50.6,3.5,15.75,15.08,0,1.97,0,1,70,25,12,0,NGC3109_rotmod.dat
NGC3109,1.33,3.61,53,3.5,16.29,15.34,0,1.22,0,1,70,25,13,0,NGC3109_rotmod.dat
NGC3109,1.33,3.87,54.7,3.3,16.37,14.77,0,0.78,0,1,70,25,14,0,NGC3109_rotmod.dat
NGC3109,1.33,4.13,55.2,3.1,16.42,14.16,0,0.69,0,1,70,25,15,0,NGC3109_rotmod.dat
NGC3109,1.33,4.38,57.5,2.6,16.88,13.87,0,0.81,0,1,70,25,16,0,NGC3109_rotmod.dat
NGC3109,1.33,4.64,59.1,2.4,17.22,13.96,0,0.75,0,1,70,25,17,0,NGC3109_rotmod.dat
NGC3109,1.33,4.9,61.2,1.9,17.66,14.01,0,0.64,0,1,70,25,18,0,NGC3109_rotmod.dat
NGC3109,1.33,5.16,62.7,1.9,18.09,14.01,0,0.51,0,1,70,25,19,0,NGC3109_rotmod.dat
NGC3109,1.33,5.42,64.4,2.9,18.73,13.96,0,0.43,0,1,70,25,20,0,NGC3109_rotmod.dat
NGC3109,1.33,5.67,66.6,3.2,19.3,13.99,0,0.36,0,1,70,25,21,0,NGC3109_rotmod.dat
NGC3109,1.33,5.93,66.3,3.4,19.36,13.93,0,0,0,1,70,25,22,0,NGC3109_rotmod.dat
NGC3109,1.33,6.19,66.2,3.2,19.43,13.15,0,0,0,1,70,25,23,0,NGC3109_rotmod.dat
NGC3109,1.33,6.45,67.3,3,19.41,12.62,0,0,0,1,70,25,24,0,NGC3109_rotmod.dat
NGC3198,13.8,0.32,24.4,35.9,0,63.28,0,1084.92,0,1,73,43,0,0,NGC3198_rotmod.dat
NGC3198,13.8,0.64,43.3,16.3,0,73.66,0,590.57,0,1,73,43,1,0,NGC3198_rotmod.dat
NGC3198,13.8,0.96,45.5,16.1,0,78.98,0,410.97,0,1,73,43,2,0,NGC3198_rotmod.dat
NGC3198,13.8,1.28,58.5,15.4,0.35,82.7,0,329.34,0,1,73,43,3,0,NGC3198_rotmod.dat
NGC3198,13.8,1.61,68.8,7.61,0.15,84.22,0,268.62,0,1,73,43,4,0,NGC3198_rotmod.dat
NGC3198,13.8,1.93,76.9,10.3,-0.05,83.17,0,247.67,0,1,73,43,5,1,NGC3198_rotmod.dat
NGC3198,13.8,2.24,82,8.09,-0.47,87.04,0,227.56,0,1,73,43,6,1,NGC3198_rotmod.dat
NGC3198,13.8,2.57,86.9,7.6,-0.95,88.91,0,205.02,0,1,73,43,7,1,NGC3198_rotmod.dat
NGC3198,13.8,2.89,97.6,3.03,-1.43,88.98,0,200.2,0,1,73,43,8,1,NGC3198_rotmod.dat
NGC3198,13.8,3.21,100,5.31,-1.14,93.81,0,208.58,0,1,73,43,9,1,NGC3198_rotmod.dat
NGC3198,13.8,3.54,107,7.51,-0.39,101.22,0,208.47,0,1,73,43,10,1,NGC3198_rotmod.dat
NGC3198,13.8,3.85,113,7.32,0.36,108.53,0,196.07,0,1,73,43,11,0,NGC3198_rotmod.dat
NGC3198,13.8,4.17,117,5.21,1.52,115.51,0,179.96,0,1,73,43,12,0,NGC3198_rotmod.dat
NGC3198,13.8,4.5,119,5.67,3.07,120.51,0,164.19,0,1,73,43,13,0,NGC3198_rotmod.dat
