R_bin_kpc,absZ_bin_kpc,n,age_median_gyr,age_q25_gyr,age_q75_gyr,old_fraction_age_gt_8gyr,FeH_median,aFe_median,Vphi_median_kms,Vr_sigma_kms,Vz_sigma_kms,ecc_median,zmax_median_kpc,radial_excursion_median_kpc,present_minus_orbit_mid_median_kpc
3.5,1.5,73,8.216705149555935,7.459059268744958,9.101291247241512,0.5616438356164384,-1.5994324283569343,0.3727453172387264,-62.19583075464543,120.41860138367262,105.5366158300946,0.4512781095508769,2.0464943452801077,2.9675447743230747,0.46403711495700195
3.5,1.75,82,8.92826908960847,8.127573925967074,9.641939655422302,0.7682926829268293,-1.565482969848824,0.36058515445178263,-70.50529137933718,146.27398764088633,108.96373267550985,0.5480736629752181,2.330900224665876,3.4042558428768155,0.07062861911780427
3.5,2.0,112,9.126559264529527,8.309607595688512,9.641295716164208,0.7767857142857143,-1.4743074101922817,0.338580259906925,-72.38295109245034,118.3059788244888,91.21790959998819,0.48156128736226056,2.383841617797879,2.9275325180862355,0.5685898786034345
3.5,2.25,107,9.324626137623325,8.556434853477914,9.87456609095264,0.8317757009345794,-1.489783092226893,0.3697130264272908,-31.424636055578446,140.23207729834212,102.0100401714351,0.5622265921002595,2.824768561039984,3.2752187947078313,0.40764187056291323
3.5,2.5,79,9.446942366493927,8.610506320806744,9.826107211889997,0.8734177215189873,-1.5504488631035211,0.35374947013522956,-40.431910804596036,134.52238922760674,117.35356942610146,0.5227448108071179,2.9746865680318564,3.0124164701683718,0.37638399467786865
3.5,2.75,74,9.490046825585232,8.988207041040717,9.80866458474232,0.9594594594594594,-1.5622731731395842,0.34875590873499895,-48.641181841154236,147.26913843379134,133.2849062351447,0.47770268662001686,3.447974527846376,2.9122524639919876,0.18116823535826332
3.5,3.0,59,9.618509989428949,9.250919331828229,9.8973642523735,0.9152542372881356,-1.6371203607081148,0.3547557012457593,-10.865507091469807,148.4868007245687,127.8124874717519,0.5259074104698501,3.3492290234861803,3.211956360034499,0.4784007145959186
3.5,3.25,53,9.553771062638564,9.295835733237372,9.880312832405094,0.9622641509433962,-1.7053419702093615,0.3364913517727412,-12.029109227849835,151.1448201696141,146.61262335336863,0.4871819310793412,3.7495250410407435,2.9434596592061735,0.43027922068016666
3.5,3.5,33,9.619390350407633,9.180686851581559,10.008197971206787,0.9696969696969697,-1.6827772870622117,0.38242875508779994,-13.532562090778898,104.83906635519729,111.63304345321046,0.440155502122828,3.9400010811919652,2.5889134191877705,0.29475771676127005
4.0,0.75,45,7.103980643965158,5.932471045658246,8.672405886090761,0.37777777777777777,-1.4903564248064929,0.38814851296248887,-115.19197800127112,139.69803124232288,100.11292122322313,0.47055853797571673,1.381117918902826,3.4362228301629054,0.01843882798841001
4.0,1.0,117,7.181560872942549,6.102065386780885,8.924558414246547,0.39316239316239315,-1.552804165209698,0.3476475770570353,-88.75532532634479,149.4837778272152,88.59992123234352,0.48751438116588086,1.4029617779658892,3.290413381479802,0.19381416674570762
