pulsar,R_kpc,phi_mwm_deg,z_kpc,resid_baryon_1e10,zresid_baryon,deltaR_mean_kpc,migration_direction_mean,Rbirth_mean_kpc,Age_mean_gyr,FeH_mean,aFe_mean,log_source_weight,source_neff,nearest_source_kpc
J1614-2230,7.479560535887119,179.3641809190522,0.25730000000000003,0.9700565720996248,1.4855383952521053,-3.490911433268051,-0.4153620795349265,11.06108080265226,9.065213386243752,-1.0677442317267838,0.30573988150667114,7.387911097628532,3826.4066558560644,0.1723696864216892
J1640+2224,7.501492843427901,184.25670692830718,0.6881,1.1789650292616158,2.631618368887535,-3.558523929778455,-0.41388472024368606,11.124879050513206,9.057034295779163,-1.0731916164701463,0.3090810086101346,7.331420945291464,3684.163397489947,0.5348681627752941
J1713+0747,7.104403018551242,184.60189747699613,0.5764,-0.1257600908013244,-2.4184632846408536,-4.115984612422264,-0.4610813450262371,11.345002084655833,9.080101063799559,-1.10337949378358,0.322207350947309,7.358752833237724,3874.2904845232233,0.5744930188577746
J1738+0333,6.698110164068668,186.6089410097731,0.5473,0.0915345947884729,0.0888685386295853,-4.840458557228722,-0.5229307333628195,11.720098126166413,9.04878625668805,-1.1435120731439705,0.3361660388666215,7.349920571445175,3975.1225564635583,0.4726612604538257
J1741+1351,6.876978319000286,188.5919840438629,0.6812,67.71347198068341,3.6017804245044367,-4.718839093454561,-0.5095154840698123,11.729476721434134,9.035100485784657,-1.1409610967034625,0.334127880042278,7.300312263874464,4016.338492612231,0.5840924058442015
J1909-3744,7.0490017733009545,179.9593589375061,-0.3643,0.1672745301745157,1.6561834670744129,-4.047800914114351,-0.46509545114211737,11.232123221420432,9.27628818464289,-1.1247537154615928,0.3278727538011194,7.466467658340946,4139.722637275976,0.2891105515147039
J1933-6211,7.187690453128877,176.373792372341,-0.5566,-1.1188290912630543,-2.6325390382660108,-3.942218501432401,-0.46556199327751124,11.239961395738495,9.285082068727483,-1.1287576508766222,0.32411492965010685,7.384119609161378,4036.4061292959395,0.4355223424898174
J2043+1711,7.520862570875764,190.4297465675811,-0.4036,323.2716226497507,1.6663485703595398,-4.004622652602403,-0.4610102959457978,11.472392570371003,9.22091773706176,-1.1414882732527876,0.3336258625526263,7.554137051330058,4350.449248157916,0.29639132704985993
J2129-5721,7.721716379147838,178.79192091099296,-0.39380000000000004,7.35702231788569,10.510031882693845,-3.2276326048646484,-0.3976196552446094,10.938898197947644,9.227467195250085,-1.080052085545162,0.3064863265988557,7.426184391118525,3823.0676312294145,0.20161157890472944
J2145-0750,7.821228489182502,182.4973808141321,-0.3955,0.1395104079425475,1.3286705518337856,-3.132019648738369,-0.38296702145744077,10.88617223402863,9.265983884985225,-1.078647959302034,0.30850669508316647,7.489032042777502,3823.1305591083837,0.17476354343453637
J2222-0137,8.036877545415258,181.1706812223566,-0.1725,-0.147657153421543,-1.181257227372344,-2.8417866747045637,-0.35742952790383536,10.789447852137286,9.144606882596026,-1.0469454854467046,0.2949328071164016,7.434832314767956,3612.1179091697936,0.1780939997703243
J2234+0611,7.948209273163358,184.7942923146609,-0.6277,-1.3134454542096252,-0.4828843581653033,-3.179686385246579,-0.3918726628559187,10.980458536060715,9.31361453999147,-1.0977103313027516,0.31455522149079623,7.521576958921738,3859.056790906362,0.1525870982332005
J2339-0533,8.052022256551457,184.68664390943172,-1.2565,23.756551270369144,1.513156131870646,-3.41274808549001,-0.4343467251066068,11.218785852801307,9.446491226646945,-1.1512126203587134,0.32782620642466836,7.50679745306437,3828.5604489858533,0.07304558597644066
